,GICS,TOPIX,Turnover,advisor,code,currencyCode,sector,side,strategy,firstTradeDate
2014/12/31,Information Technology,Non-Japan,318240,EL,2369 HK,HKD,Asia,L,A-Tech,2014-12-17
2014/12/31,Information Technology,Non-Japan,31270000,EL,2379 TT,TWD,Asia,S,A-Tech,2014-09-29
2014/12/31,Information Technology,Non-Japan,5406000,EL,2379 TT,TWD,Asia,S,A-Tech,2014-09-29
2014/12/31,Information Technology,Non-Japan,1484000,EL,2379 TT,TWD,Asia,S,A-Tech,2014-09-29
2014/12/31,Utilities,Non-Japan,17248770,DH,2380 HK,HKD,Asia,L,A-Utilities,2014-09-02
2014/12/31,Utilities,Non-Japan,2919990,DH,2380 HK,HKD,Asia,L,A-Utilities,2014-09-02
2014/12/31,Utilities,Non-Japan,844950,DH,2380 HK,HKD,Asia,L,A-Utilities,2014-09-02
2014/12/31,Information Technology,Non-Japan,42606000,EL,2409 TT,TWD,Asia,S,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,7241400,EL,2409 TT,TWD,Asia,S,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,2057400,EL,2409 TT,TWD,Asia,S,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,76234800,EL,2448 TT,TWD,Asia,L,A-Tech,2014-12-04
2014/12/31,Information Technology,Non-Japan,12076800,EL,2448 TT,TWD,Asia,L,A-Tech,2014-12-04
2014/12/31,Information Technology,Non-Japan,3145000,EL,2448 TT,TWD,Asia,L,A-Tech,2014-12-04
2014/12/31,Information Technology,Non-Japan,61132000,EL,2474 TT,TWD,Asia,L,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,2958000,EL,2474 TT,TWD,Asia,L,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,10106500,EL,2474 TT,TWD,Asia,L,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,14917490,EL,2618 HK,HKD,Asia,L,A-Tech,2014-11-19
2014/12/31,Information Technology,Non-Japan,648900,EL,2618 HK,HKD,Asia,L,A-Tech,2014-11-19
2014/12/31,Information Technology,Non-Japan,2458610,EL,2618 HK,HKD,Asia,L,A-Tech,2014-11-19
2014/12/31,Industrials,Non-Japan,12122740,KW,267 HK,HKD,Asia,L,A-Financials,2014-12-05
2014/12/31,Industrials,Non-Japan,1916900,KW,267 HK,HKD,Asia,L,A-Financials,2014-12-05
2014/12/31,Industrials,Non-Japan,502360,KW,267 HK,HKD,Asia,L,A-Financials,2014-12-05
2014/12/31,Industrials,Non-Japan,8260000,AQ,2727 HK,HKD,Asia,L,A-Elec Equipment,2014-12-08
2014/12/31,Industrials,Non-Japan,1313340,AQ,2727 HK,HKD,Asia,L,A-Elec Equipment,2014-12-08
2014/12/31,Industrials,Non-Japan,338660,AQ,2727 HK,HKD,Asia,L,A-Elec Equipment,2014-12-08
2014/12/31,Financials,Non-Japan,12906400,DH,2777 HK,HKD,Asia,L,A-Properties,2014-11-24
2014/12/31,Financials,Non-Japan,2125760,DH,2777 HK,HKD,Asia,L,A-Properties,2014-11-24
2014/12/31,Financials,Non-Japan,626340,DH,2777 HK,HKD,Asia,L,A-Properties,2014-11-24
2014/12/31,Utilities,Non-Japan,17760000,DH,3 HK,HKD,Asia,S,A-Oil,2014-12-10
2014/12/31,Utilities,Non-Japan,2823840,DH,3 HK,HKD,Asia,S,A-Oil,2014-12-10
2014/12/31,Utilities,Non-Japan,728160,DH,3 HK,HKD,Asia,S,A-Oil,2014-12-10
2014/12/31,Information Technology,Non-Japan,34727500,EL,3008 TT,TWD,Asia,L,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,7185000,EL,3008 TT,TWD,Asia,L,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,2395000,EL,3008 TT,TWD,Asia,L,A-Tech,2014-09-19
2014/12/31,Information Technology,Non-Japan,67695200,EL,3105 TT,TWD,Asia,L,A-Tech,2014-11-12
2014/12/31,Information Technology,Non-Japan,11070400,EL,3105 TT,TWD,Asia,L,A-Tech,2014-11-12
2014/12/31,Information Technology,Non-Japan,2930400,EL,3105 TT,TWD,Asia,L,A-Tech,2014-11-12
2014/12/31,Industrials,Non-Japan,13990475,AQ,316 HK,HKD,Asia,L,A-Shipping,2014-12-12
2014/12/31,Industrials,Non-Japan,2222150,AQ,316 HK,HKD,Asia,L,A-Shipping,2014-12-12
2014/12/31,Industrials,Non-Japan,566875,AQ,316 HK,HKD,Asia,L,A-Shipping,2014-12-12
2014/12/31,Industrials,Non-Japan,9068800,AQ,3311 HK,HKD,Asia,S,A-Construction,2014-11-13
2014/12/31,Industrials,Non-Japan,1482400,AQ,3311 HK,HKD,Asia,S,A-Construction,2014-11-13
2014/12/31,Industrials,Non-Japan,392400,AQ,3311 HK,HKD,Asia,S,A-Construction,2014-11-13
2014/12/31,Energy,Non-Japan,4084820,DH,3337 HK,HKD,Asia,S,A-Oil,2014-12-17
2014/12/31,Energy,Non-Japan,647960,DH,3337 HK,HKD,Asia,S,A-Oil,2014-12-17
2014/12/31,Energy,Non-Japan,170340,DH,3337 HK,HKD,Asia,S,A-Oil,2014-12-17
2014/12/31,Consumer Discretionary,Non-Japan,8507870,DH,3368 HK,HKD,Asia,L,A-Retail,2014-12-19
2014/12/31,Consumer Discretionary,Non-Japan,1373520,DH,3368 HK,HKD,Asia,L,A-Retail,2014-12-19
2014/12/31,Consumer Discretionary,Non-Japan,353080,DH,3368 HK,HKD,Asia,L,A-Retail,2014-12-19
2014/12/31,Information Technology,Non-Japan,31267500,EL,3673 TT,TWD,Asia,L,A-Tech,2014-12-08
2014/12/31,Information Technology,Non-Japan,1326500,EL,3673 TT,TWD,Asia,L,A-Tech,2014-12-08
2014/12/31,Information Technology,Non-Japan,4927000,EL,3673 TT,TWD,Asia,L,A-Tech,2014-12-08
2014/12/31,Utilities,Non-Japan,19038710,DH,371 HK,HKD,Asia,L,A-Water,2013-01-10
2014/12/31,Utilities,Non-Japan,856980,DH,371 HK,HKD,Asia,L,A-Water,2013-01-10
2014/12/31,Utilities,Non-Japan,3211030,DH,371 HK,HKD,Asia,L,A-Water,2013-01-10
2014/12/31,Consumer Discretionary,Non-Japan,7999860,DH,3818 HK,HKD,Asia,L,A-Baba,2014-11-04
2014/12/31,Consumer Discretionary,Non-Japan,354660,DH,3818 HK,HKD,Asia,L,A-Baba,2014-11-04
2014/12/31,Consumer Discretionary,Non-Japan,1305480,DH,3818 HK,HKD,Asia,L,A-Baba,2014-11-04
2014/12/31,Energy,Non-Japan,17712500,DH,386 HK,HKD,Asia,S,A-Oil,2014-12-09
2014/12/31,Energy,Non-Japan,725000,DH,386 HK,HKD,Asia,S,A-Oil,2014-12-09
2014/12/31,Energy,Non-Japan,2812500,DH,386 HK,HKD,Asia,S,A-Oil,2014-12-09
2014/12/31,Consumer Discretionary,Non-Japan,16315680,DH,493 HK,HKD,Asia,L,A-Electronic Retail,2014-08-21
2014/12/31,Consumer Discretionary,Non-Japan,2671020,DH,493 HK,HKD,Asia,L,A-Electronic Retail,2014-08-21
2014/12/31,Consumer Discretionary,Non-Japan,712500,DH,493 HK,HKD,Asia,L,A-Electronic Retail,2014-08-21
2014/12/31,Information Technology,Non-Japan,71106900,EL,5490 TT,TWD,Asia,L,A-Tech,2014-11-03
2014/12/31,Information Technology,Non-Japan,12048200,EL,5490 TT,TWD,Asia,L,A-Tech,2014-11-03
2014/12/31,Information Technology,Non-Japan,3546900,EL,5490 TT,TWD,Asia,L,A-Tech,2014-11-03
2014/12/31,Consumer Discretionary,Non-Japan,6721578,AQ,600741 C1,CNY,Asia,L,A-Auto Parts,2014-12-05
2014/12/31,Consumer Discretionary,Non-Japan,1067064,AQ,600741 C1,CNY,Asia,L,A-Auto Parts,2014-12-05
2014/12/31,Consumer Discretionary,Non-Japan,276018,AQ,600741 C1,CNY,Asia,L,A-Auto Parts,2014-12-05
2014/12/31,Financials,Non-Japan,18001800,KW,6030 HK,HKD,Asia,S,A-Financials,2014-12-22
2014/12/31,Financials,Non-Japan,2861600,KW,6030 HK,HKD,Asia,S,A-Financials,2014-12-22
2014/12/31,Financials,Non-Japan,744600,KW,6030 HK,HKD,Asia,S,A-Financials,2014-12-22
2014/12/31,Utilities,Non-Japan,8756790,DH,6136 HK,HKD,Asia,L,A-Water,2014-12-12
2014/12/31,Utilities,Non-Japan,1392580,DH,6136 HK,HKD,Asia,L,A-Water,2014-12-12
2014/12/31,Utilities,Non-Japan,363580,DH,6136 HK,HKD,Asia,L,A-Water,2014-12-12
2014/12/31,Information Technology,Non-Japan,72978500,EL,6176 TT,TWD,Asia,S,A-Tech,2014-12-09
2014/12/31,Information Technology,Non-Japan,11571000,EL,6176 TT,TWD,Asia,S,A-Tech,2014-12-09
2014/12/31,Information Technology,Non-Japan,3045000,EL,6176 TT,TWD,Asia,S,A-Tech,2014-12-09
2014/12/31,Industrials,Non-Japan,15595800,AQ,6199 HK,HKD,Asia,L,A-Railway,2014-09-05
2014/12/31,Industrials,Non-Japan,2841160,AQ,6199 HK,HKD,Asia,L,A-Railway,2014-09-05
2014/12/31,Industrials,Non-Japan,911840,AQ,6199 HK,HKD,Asia,L,A-Railway,2014-09-05
2014/12/31,Industrials,Non-Japan,8610000,AQ,636 HK,HKD,Asia,L,A-Logistics,2014-10-07
2014/12/31,Industrials,Non-Japan,1445250,AQ,636 HK,HKD,Asia,L,A-Logistics,2014-10-07
2014/12/31,Industrials,Non-Japan,399750,AQ,636 HK,HKD,Asia,L,A-Logistics,2014-10-07
2014/12/31,Industrials,Non-Japan,9223200,DH,750 HK,HKD,Asia,L,A-Solar,2014-10-17
2014/12/31,Industrials,Non-Japan,1522800,DH,750 HK,HKD,Asia,L,A-Solar,2014-10-17
2014/12/31,Industrials,Non-Japan,432000,DH,750 HK,HKD,Asia,L,A-Solar,2014-10-17
2014/12/31,Industrials,Non-Japan,2997060,AQ,753 HK,HKD,Asia,L,A-Airlines,2014-11-28
2014/12/31,Industrials,Non-Japan,19010640,AQ,753 HK,HKD,Asia,L,A-Airlines,2014-11-28
2014/12/31,Industrials,Non-Japan,777480,AQ,753 HK,HKD,Asia,L,A-Airlines,2014-11-28
2014/12/31,Utilities,Non-Japan,13607200,DH,816 HK,HKD,Asia,L,A-Utilities,2014-11-07
2014/12/31,Utilities,Non-Japan,2219200,DH,816 HK,HKD,Asia,L,A-Utilities,2014-11-07
2014/12/31,Utilities,Non-Japan,598600,DH,816 HK,HKD,Asia,L,A-Utilities,2014-11-07
2014/12/31,Information Technology,Non-Japan,14912060,DH,861 HK,HKD,Asia,L,A-Network Equipment,2014-09-05
2014/12/31,Information Technology,Non-Japan,2523690,DH,861 HK,HKD,Asia,L,A-Network Equipment,2014-09-05
2014/12/31,Information Technology,Non-Japan,726190,DH,861 HK,HKD,Asia,L,A-Network Equipment,2014-09-05
2014/12/31,Utilities,Non-Japan,14743890,DH,916 HK,HKD,Asia,L,A-Wind,2014-04-24
2014/12/31,Utilities,Non-Japan,726300,DH,916 HK,HKD,Asia,L,A-Wind,2014-04-24
2014/12/31,Utilities,Non-Japan,2542050,DH,916 HK,HKD,Asia,L,A-Wind,2014-04-24
2014/12/31,Health Care,Non-Japan,280800,DH,940 HK,HKD,Asia,L,A-Healthcare,2014-11-19
2014/12/31,Health Care,Non-Japan,6582600,DH,940 HK,HKD,Asia,L,A-Healthcare,2014-11-19
2014/12/31,Health Care,Non-Japan,1085400,DH,940 HK,HKD,Asia,L,A-Healthcare,2014-11-19
2014/12/31,Utilities,Non-Japan,13775320,DH,967 HK,HKD,Asia,L,A-Water,2014-02-14
2014/12/31,Utilities,Non-Japan,628600,DH,967 HK,HKD,Asia,L,A-Water,2014-02-14
2014/12/31,Utilities,Non-Japan,2227040,DH,967 HK,HKD,Asia,L,A-Water,2014-02-14
2014/12/31,Utilities,Non-Japan,592140,DH,991 HK,HKD,Asia,L,A-Utilities,2014-08-27
2014/12/31,Utilities,Non-Japan,11926200,DH,991 HK,HKD,Asia,L,A-Utilities,2014-08-27
2014/12/31,Utilities,Non-Japan,2076660,DH,991 HK,HKD,Asia,L,A-Utilities,2014-08-27
2014/12/31,Information Technology,Non-Japan,210222,Adv,CAJ US,USD,Tech,L,Tech,2014-12-12
2014/12/31,Information Technology,Non-Japan,5059838,Adv,CAJ US,USD,Tech,L,Tech,2014-12-12
2014/12/31,Information Technology,Non-Japan,804164,Adv,CAJ US,USD,Tech,L,Tech,2014-12-12
2014/12/31,Index,Non-Japan,3547350,NJD,HIF5,HKD,Asia,S,A-Balance,2014-12-24
2014/12/31,Index,Non-Japan,89866200,NJD,HIF5,HKD,Asia,S,A-Balance,2014-12-24
2014/12/31,Index,Non-Japan,14189400,NJD,HIF5,HKD,Asia,S,A-Balance,2014-12-24
2014/12/31,Index,Index,174949000,Bal,JPWH5,JPY,Index,L,Balance,2014-12-10
2014/12/31,Index,Index,670425000,Bal,JPWH5,JPY,Index,L,Balance,2014-12-10
2014/12/31,Index,Index,4071076000,Bal,JPWH5,JPY,Index,L,Balance,2014-12-10
2014/12/31,Index,Index,174500000,Bal,NKH5,JPY,Index,S,Balance,2014-12-10
2014/12/31,Index,Index,610750000,Bal,NKH5,JPY,Index,S,Balance,2014-12-10
2014/12/31,Index,Index,3629600000,Bal,NKH5,JPY,Index,S,Balance,2014-12-10
2014/12/31,Index,Index,1083775000,Bal,TPH5,JPY,Index,S,Balance,2014-12-10
2014/12/31,Index,Index,3884700000,Bal,TPH5,JPY,Index,S,Balance,2014-12-10
2014/12/31,Index,Index,23716375000,Bal,TPH5,JPY,Index,S,Balance,2014-12-10
,,,,,,,,,,
